0, 0, Header, 1, 7, 384
1, 0, Start_track
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Tempo, 480000
1, 0, Title_t, "Electric Drum Kit"
1, 0, Program_c, 9, 0
1, 1728, Note_on_c, 9, 46, 37
1, 1920, Note_off_c, 9, 46, 0
1, 1920, Note_on_c, 9, 40, 37
1, 1920, Note_on_c, 9, 35, 37
1, 1920, Note_on_c, 9, 39, 37
1, 2112, Note_off_c, 9, 39, 0
1, 2112, Note_off_c, 9, 35, 0
1, 2112, Note_off_c, 9, 40, 0
1, 2112, Note_on_c, 9, 46, 37
1, 2304, Note_off_c, 9, 46, 0
1, 2304, Note_on_c, 9, 35, 37
1, 2496, Note_off_c, 9, 35, 0
1, 2496, Note_on_c, 9, 46, 37
1, 2688, Note_off_c, 9, 46, 0
1, 2688, Note_on_c, 9, 40, 37
1, 2688, Note_on_c, 9, 39, 37
1, 2688, Note_on_c, 9, 35, 37
1, 2880, Note_off_c, 9, 35, 0
1, 2880, Note_off_c, 9, 39, 0
1, 2880, Note_off_c, 9, 40, 0
1, 2880, Note_on_c, 9, 46, 37
1, 3072, Note_off_c, 9, 46, 0
1, 3072, Note_on_c, 9, 49, 37
1, 3168, Note_off_c, 9, 49, 0
1, 3264, Note_on_c, 9, 46, 37
1, 3456, Note_off_c, 9, 46, 0
1, 3456, Note_on_c, 9, 40, 37
1, 3456, Note_on_c, 9, 35, 37
1, 3456, Note_on_c, 9, 39, 37
1, 3648, Note_off_c, 9, 39, 0
1, 3648, Note_off_c, 9, 35, 0
1, 3648, Note_off_c, 9, 40, 0
1, 3648, Note_on_c, 9, 46, 37
1, 3840, Note_off_c, 9, 46, 0
1, 3840, Note_on_c, 9, 35, 37
1, 4032, Note_off_c, 9, 35, 0
1, 4032, Note_on_c, 9, 46, 37
1, 4224, Note_off_c, 9, 46, 0
1, 4224, Note_on_c, 9, 40, 37
1, 4224, Note_on_c, 9, 39, 37
1, 4224, Note_on_c, 9, 35, 37
1, 4416, Note_off_c, 9, 35, 0
1, 4416, Note_off_c, 9, 39, 0
1, 4416, Note_off_c, 9, 40, 0
1, 4416, Note_on_c, 9, 46, 37
1, 4608, Note_off_c, 9, 46, 0
1, 4608, Note_on_c, 9, 35, 37
1, 4800, Note_off_c, 9, 35, 0
1, 4800, Note_on_c, 9, 46, 37
1, 4992, Note_off_c, 9, 46, 0
1, 4992, Note_on_c, 9, 40, 37
1, 4992, Note_on_c, 9, 39, 37
1, 4992, Note_on_c, 9, 35, 37
1, 5184, Note_off_c, 9, 35, 0
1, 5184, Note_off_c, 9, 39, 0
1, 5184, Note_off_c, 9, 40, 0
1, 5184, Note_on_c, 9, 46, 37
1, 5376, Note_off_c, 9, 46, 0
1, 5376, Note_on_c, 9, 35, 37
1, 5568, Note_off_c, 9, 35, 0
1, 5568, Note_on_c, 9, 46, 37
1, 5760, Note_off_c, 9, 46, 0
1, 5760, Note_on_c, 9, 35, 37
1, 5760, Note_on_c, 9, 39, 37
1, 5760, Note_on_c, 9, 40, 37
1, 5952, Note_off_c, 9, 40, 0
1, 5952, Note_off_c, 9, 39, 0
1, 5952, Note_off_c, 9, 35, 0
1, 5952, Note_on_c, 9, 46, 37
1, 6144, Note_off_c, 9, 46, 0
1, 6144, Note_on_c, 9, 35, 37
1, 6336, Note_off_c, 9, 35, 0
1, 6336, Note_on_c, 9, 46, 37
1, 6528, Note_off_c, 9, 46, 0
1, 6528, Note_on_c, 9, 39, 37
1, 6528, Note_on_c, 9, 35, 37
1, 6528, Note_on_c, 9, 40, 37
1, 6720, Note_off_c, 9, 40, 0
1, 6720, Note_off_c, 9, 35, 0
1, 6720, Note_off_c, 9, 39, 0
1, 6720, Note_on_c, 9, 46, 37
1, 6912, Note_off_c, 9, 46, 0
1, 6912, Note_on_c, 9, 35, 37
1, 7104, Note_off_c, 9, 35, 0
1, 7104, Note_on_c, 9, 46, 37
1, 7296, Note_off_c, 9, 46, 0
1, 7296, Note_on_c, 9, 40, 37
1, 7296, Note_on_c, 9, 35, 37
1, 7296, Note_on_c, 9, 39, 37
1, 7488, Note_off_c, 9, 39, 0
1, 7488, Note_off_c, 9, 35, 0
1, 7488, Note_off_c, 9, 40, 0
1, 7488, Note_on_c, 9, 46, 37
1, 7680, Note_off_c, 9, 46, 0
1, 7680, Note_on_c, 9, 35, 37
1, 7872, Note_off_c, 9, 35, 0
1, 7872, Note_on_c, 9, 46, 37
1, 8064, Note_off_c, 9, 46, 0
1, 8064, Note_on_c, 9, 40, 37
1, 8064, Note_on_c, 9, 39, 37
1, 8064, Note_on_c, 9, 35, 37
1, 8256, Note_off_c, 9, 35, 0
1, 8256, Note_off_c, 9, 39, 0
1, 8256, Note_off_c, 9, 40, 0
1, 8256, Note_on_c, 9, 46, 37
1, 8448, Note_off_c, 9, 46, 0
1, 8448, Note_on_c, 9, 35, 37
1, 8640, Note_off_c, 9, 35, 0
1, 8640, Note_on_c, 9, 46, 37
1, 8832, Note_off_c, 9, 46, 0
1, 8832, Note_on_c, 9, 35, 37
1, 8832, Note_on_c, 9, 39, 37
1, 8832, Note_on_c, 9, 40, 37
1, 8928, Note_off_c, 9, 35, 0
1, 9024, Note_off_c, 9, 40, 0
